time,flux,flux_err,centroid_col,centroid_row,cadenceno,quality
2797.110563360557,25.0250244140625,2.061882734298706,944.0906250662437,62.05645541548199,0,0
2797.1175077876655,23.3759765625,2.0609326362609863,944.0926095921081,62.05625277072137,1,0
2797.1244522147736,24.740478515625,2.0632688999176025,944.0919043454177,62.055962841860136,2,0
2797.1313966416483,22.2674560546875,2.0606849193573,944.0940044411618,62.05594290113404,3,0
2797.13834106829,22.562744140625,2.0612642765045166,944.093177783332,62.05529712478776,4,0
2797.1452854947,23.7177734375,2.06125545501709,944.0927820275125,62.05508970319754,5,0
2797.152229920876,22.25537109375,2.0619144439697266,944.092282789672,62.056210599538645,6,0
2797.1591743470517,24.31640625,2.0619521141052246,944.0924567317561,62.056493526656794,7,0
2797.166118772996,23.3297119140625,2.062283992767334,944.0914344315503,62.056831476261415,8,0
2797.173063198707,25.58642578125,2.0625436305999756,944.0944757267656,62.05498826047207,9,0
2797.180007624418,20.499267578125,2.060668468475342,944.0934184260387,62.055799131276466,10,0
2797.186952049896,24.3970947265625,2.0621721744537354,944.0918644515184,62.05684320779393,11,0
2797.1938964751407,21.71240234375,2.0615456104278564,944.0923022116738,62.05806359651084,12,0
2797.2008409001537,22.425048828125,2.0626087188720703,944.0918170138129,62.055673141408846,13,0
2797.207785325166,24.5313720703125,2.062711238861084,944.092393550672,62.05723764307846,14,0
2797.2147297499455,24.88623046875,2.0636255741119385,944.0930189928465,62.056766069703315,15,0
2797.221674174492,19.3057861328125,2.060573101043701,944.0921227250517,62.05569846675917,16,0
2797.228618599039,18.710693359375,2.060208559036255,944.0931337171721,62.058522293445414,17,0
2797.2355630233533,22.747802734375,2.062782049179077,944.0931050753762,62.05690195017582,18,0
2797.242507447434,23.0755615234375,2.066004753112793,944.0919665940227,62.05852729872259,19,0
2797.249451871515,25.760498046875,2.0622899532318115,944.0924146720724,62.057225434828304,20,0
2797.2563962953627,24.535400390625,2.06463360786438,944.0908887972101,62.059428325108854,21,0
2797.2633407192106,21.79541015625,2.0623130798339844,944.091527637128,62.05625094646906,22,0
2797.2702851428267,21.2646484375,2.060609817504883,944.0919093668729,62.05751008974991,23,0
2797.27722956621,25.231689453125,2.0630271434783936,944.0924251828901,62.057107803581424,24,0
2797.2841739893593,21.9951171875,2.061002016067505,944.0929639507015,62.056223269509715,25,0
2797.29111841251,23.82958984375,2.0653305053710938,944.0906854768633,62.057033442309496,26,0
2797.2980628356595,21.0107421875,2.0666921138763428,944.0936616935087,62.056705642956416,27,0
2797.3050072585766,26.7769775390625,2.0653045177459717,944.0927489387507,62.05833062698439,28,0
2797.3119516812603,21.9600830078125,2.0614888668060303,944.092772781222,62.05589567438464,29,0
2797.3188961039446,21.3349609375,2.0606160163879395,944.0934040602872,62.05660902561942,30,0
2797.325840526396,18.4580078125,2.0599374771118164,944.0921830319948,62.05664659052455,31,0
2797.332784948614,22.386474609375,2.06081485748291,944.0935890900057,62.05654299495367,32,0
2797.339729370832,21.033447265625,2.059758424758911,944.0911907396862,62.05748905094383,33,0
2797.346673793051,23.678466796875,2.0629401206970215,944.0918714951865,62.057051343603526,34,0
2797.353618215036,22.177734375,2.061720132827759,944.0914939552749,62.055820278205836,35,0
2797.36056263679,24.721923828125,2.0619924068450928,944.0934534394322,62.057147375518916,36,0
2797.3675070585423,21.706787109375,2.0612521171569824,944.0928793949168,62.05623133670221,37,0
2797.3744514802947,24.4976806640625,2.064406156539917,944.0923408243592,62.054947603995416,38,0
2797.3813959018144,22.9833984375,2.061068534851074,944.0935511997388,62.056041821808805,39,0
2797.388340323101,23.8218994140625,2.0615463256835938,944.0917271618367,62.05568797720067,40,0
2797.395284744389,23.5108642578125,2.0610013008117676,944.0930834327287,62.05625989295371,41,0
2797.402229165443,19.645263671875,2.059735059738159,944.0919703408215,62.05662182582796,42,0
2797.4091735864968,21.04541015625,2.0603790283203125,944.0932246814752,62.057403212023786,43,0
2797.4161180075507,21.55712890625,2.0610296726226807,944.0916698285665,62.05655627808558,44,0
2797.4230624283728,21.5732421875,2.0608937740325928,944.0925194310036,62.05677531117645,45,0
2797.430006849194,23.9923095703125,2.063384771347046,944.0939010460366,62.057352445637584,46,0
2797.4369512697835,20.1776123046875,2.0617315769195557,944.0925111340207,62.055474691444005,47,0
2797.44389569014,18.6004638671875,2.059314489364624,944.0936861644329,62.05662468979463,48,0
2797.4508401107278,19.2666015625,2.0583770275115967,944.0914976117516,62.05819360998691,49,0
2797.4577845308513,19.9122314453125,2.059509038925171,944.0925561406048,62.05668852017142,50,0
2797.464728951207,20.393310546875,2.0652639865875244,944.0919263465887,62.05861555682475,51,0
2797.47167337133,21.8514404296875,2.0610737800598145,944.0925291752355,62.05600717980363,52,0
2797.4786177912206,20.0966796875,2.0616700649261475,944.094439751352,62.057347971224594,53,0
2797.48556221111,21.15478515625,2.0652663707733154,944.0936361949791,62.0566852340113,54,0
2797.4925066309997,25.354248046875,2.0639243125915527,944.0907242607566,62.056688917210906,55,0
2797.4994510506567,20.4290771484375,2.060159206390381,944.0926802850643,62.05824424110294,56,0
2797.5063954703146,26.90087890625,2.0623133182525635,944.092568910548,62.05813462225921,57,0
2797.513339889972,27.27294921875,2.064621686935425,944.0943665483604,62.055975239284805,58,0
2797.5202843093957,26.5667724609375,2.065446376800537,944.0914932022247,62.05503859055055,59,0
2797.527228728588,23.1995849609375,2.0621795654296875,944.0923208875308,62.057872436477,60,0
2797.534173148012,25.0240478515625,2.0627079010009766,944.0936804247533,62.0562331161501,61,0
2797.5411175672043,22.75390625,2.0606400966644287,944.0928243921701,62.05592726805942,62,0
2797.548061986163,25.59765625,2.067155122756958,944.0949961222315,62.058267690691366,63,0
2797.5550064053546,23.553466796875,2.061814308166504,944.0922587329565,62.05814582695574,64,0
2797.561950824313,19.2183837890625,2.060601234436035,944.0913256871606,62.05572571588843,65,0
2797.568895243039,21.8662109375,2.060206174850464,944.0952300292014,62.056395136645605,66,0
2797.575839661765,25.957275390625,2.062021255493164,944.093554594268,62.05428736412604,67,0
2797.582784080491,26.5184326171875,2.063408851623535,944.0937394471124,62.0562429527196,68,0
2797.589728499217,24.45068359375,2.0655102729797363,944.0919262742893,62.05497101736027,69,0
2797.59667291771,24.7091064453125,2.064706325531006,944.091827927894,62.05659046050479,70,0
2797.6036173362036,23.2918701171875,2.0632615089416504,944.0937649736026,62.0564020852696,71,0
2797.610561754464,22.4063720703125,2.060955286026001,944.0934177195456,62.05642838863746,72,0
2797.6175061729573,20.661865234375,2.0657894611358643,944.0928100580221,62.05614623006559,73,0
2797.624450590985,21.3314208984375,2.061023712158203,944.0940435739001,62.057027043169136,74,0
2797.6313950092454,23.9481201171875,2.0614001750946045,944.0930013679947,62.05702792937219,75,0
2797.638339427273,27.6033935546875,2.063218355178833,944.0937362397834,62.05733657247486,76,0
2797.6452838453006,19.87060546875,2.0641794204711914,944.092821297086,62.05793245075217,77,0
2797.6522282633277,17.590087890625,2.058234214782715,944.0921436019046,62.057992173885914,78,0
2797.659172681122,22.611328125,2.0612008571624756,944.0932277903238,62.05909151677974,79,0
2797.6661170989173,20.558349609375,2.0620124340057373,944.0914693462893,62.056794862798775,80,0
2797.6730615167116,24.0230712890625,2.061654806137085,944.0914389071712,62.05565535262955,81,0
2797.680005934506,20.8936767578125,2.062873125076294,944.0931719342527,62.05676118217093,82,0
2797.6869503520684,21.9569091796875,2.0623373985290527,944.0913214691259,62.0567421915817,83,0
2797.693894769629,18.78857421875,2.0600168704986572,944.0943042835286,62.05650959779601,84,0
2797.7008391871923,22.8419189453125,2.0607826709747314,944.0920987403007,62.055454994967405,85,0
2797.7077836045205,21.2408447265625,2.0630383491516113,944.092069564622,62.055811267380115,86,0
2797.7147280218496,23.5670166015625,2.0615663528442383,944.0915622520517,62.05518760928232,87,0
2797.7216724391783,24.5628662109375,2.063136339187622,944.0925265042157,62.056977996255945,88,0
2797.728616856507,27.224365234375,2.0670647621154785,944.091886032809,62.05507963775575,89,0
2797.7355612736037,26.713134765625,2.0627288818359375,944.0921924885778,62.05788152650644,90,0
2797.7425056906995,23.444580078125,2.0617523193359375,944.0916304805221,62.05530490947729,91,0
2797.7494501077963,24.3895263671875,2.06329345703125,944.092918304503,62.05800869210568,92,0
2797.756394524892,22.301513671875,2.061954975128174,944.0927669903288,62.05691621779302,93,0
2797.7633389417556,25.143798828125,2.0677027702331543,944.0941901662695,62.056309223316035,94,0
2797.77028335862,22.539794921875,2.0610954761505127,944.0930522315903,62.05606089662189,95,0
2797.777227775483,27.423583984375,2.063030242919922,944.0918479175209,62.0557125255975,96,0
2797.784172192346,23.174072265625,2.066988468170166,944.0938144928163,62.055910434875486,97,0
2797.791116608976,26.01611328125,2.0622262954711914,944.0926412064192,62.05623536151419,98,0
2797.7980610256072,21.1016845703125,2.064248561859131,944.0928566249792,62.05762615256668,99,0
2797.805005442238,24.3421630859375,2.061915397644043,944.0938357187783,62.055179426475505,100,0
2797.8119498588676,21.2801513671875,2.0602166652679443,944.090168098067,62.05753706866754,101,0
2797.8188942754987,21.9703369140625,2.0636610984802246,944.0915422968658,62.05686839473471,102,0
2797.825838691896,20.1158447265625,2.059805154800415,944.0910276520809,62.057860781003065,103,0
2797.8327831082943,17.581787109375,2.059570789337158,944.0928823557392,62.057944262169556,104,0
2797.839727524692,19.4498291015625,2.059501886367798,944.0937605575198,62.05803816354193,105,0
2797.846671941089,22.338623046875,2.0592119693756104,944.0921585758622,62.056967291953725,106,0
2797.853616357254,22.43017578125,2.0629098415374756,944.0912395522781,62.059057257541184,107,0
2797.8605607734185,20.4000244140625,2.0587291717529297,944.093917475849,62.05705529786687,108,0
2797.867505189583,23.7193603515625,2.0606420040130615,944.0915557933373,62.0563894968486,109,0
2797.874449605749,20.132568359375,2.059229612350464,944.0933584386203,62.05684959113066,110,0
2797.8813940219134,20.537841796875,2.060953140258789,944.0913948452813,62.05851638358588,111,0
2797.888338437845,20.507080078125,2.059584617614746,944.0919069114872,62.05516399904636,112,0
2797.8952828540096,23.325439453125,2.0614447593688965,944.0928948191029,62.05592554318183,113,0
2797.9022272699412,24.8499755859375,2.060931444168091,944.0901583029399,62.05688215529165,114,0
2797.909171685874,18.5826416015625,2.059119462966919,944.0924150000565,62.05588266007801,115,0
2797.916116101806,21.4251708984375,2.0611681938171387,944.0909791153119,62.05688379393086,116,0
2797.9230605175053,22.9405517578125,2.0604681968688965,944.0910232937506,62.055952253396214,117,0
2797.930004933204,24.454833984375,2.0619988441467285,944.0924766453307,62.05690017367172,118,0
2797.9369493491367,22.8621826171875,2.066046953201294,944.0915454544053,62.0575994342828,119,0
2797.943893764837,23.0943603515625,2.0613627433776855,944.0927901468864,62.056482402950074,120,0
2797.9508381805363,24.7137451171875,2.061876058578491,944.0925136738293,62.0554006924806,121,0
2797.9577825960023,25.7935791015625,2.0627925395965576,944.0930570319706,62.0552563754377,122,0
2797.964727011701,25.1480712890625,2.0646119117736816,944.0925866599862,62.05651676285186,123,0
2797.971671427167,25.4342041015625,2.065652847290039,944.0940376200189,62.05676768908118,124,0
2797.978615842634,21.212646484375,2.059995651245117,944.0930094211185,62.05646495797558,125,0
2797.9855602581,22.7115478515625,2.0608527660369873,944.0921899648725,62.057460139392965,126,0
2797.992504673566,21.064453125,2.0606849193573,944.0923061223057,62.05575030156918,127,0
2797.999449089032,23.5496826171875,2.061609983444214,944.0914809742119,62.056573237498604,128,0
2798.0063935042663,23.0162353515625,2.0614588260650635,944.0917865634573,62.05772030481009,129,0
2798.0133379197323,26.13427734375,2.0622878074645996,944.0939090572263,62.05620845224287,130,0
2798.0202823349664,20.5538330078125,2.060502052307129,944.0920760537136,62.05619071735915,131,0
2798.0272267501996,23.8834228515625,2.061999797821045,944.0927387278209,62.057042584760126,132,0
2798.034171165433,24.795654296875,2.062751531600952,944.092162274678,62.056506127224026,133,0
2798.041115580666,17.6962890625,2.0611283779144287,944.0918718137887,62.057027671869385,134,0
2798.0480599956672,22.7076416015625,2.060948371887207,944.0916829181581,62.056936401673575,135,0
2798.0550044109004,21.883544921875,2.0622222423553467,944.0932057045935,62.05791845920406,136,0
2798.061948825901,17.910400390625,2.0595314502716064,944.0931322403727,62.05569245099833,137,0
2798.0688932411344,20.221435546875,2.0600013732910156,944.0911363937996,62.057478505054455,138,0
2798.0758376561353,20.3270263671875,2.0596771240234375,944.0926640612694,62.056088567285634,139,0
2798.082782071136,20.889404296875,2.060175657272339,944.091213095731,62.05685438406647,140,0
2798.0897264859045,23.0843505859375,2.062981605529785,944.0910102750494,62.058320169738806,141,0
2798.0966709009053,24.347900390625,2.069437026977539,944.0916185878363,62.05921324429746,142,0
2798.1036153159057,20.289306640625,2.0602974891662598,944.0919512503726,62.057169001623,143,0
2798.110559730674,24.18408203125,2.067187786102295,944.091884611335,62.05740783951511,144,0
2798.1175041454426,21.5841064453125,2.0642309188842773,944.0936371029865,62.055980135337244,145,0
2798.12444856021,24.7327880859375,2.0677809715270996,944.0928073028217,62.058191745404905,146,0
2798.1313929749776,26.131103515625,2.0627498626708984,944.0925482928363,62.056389242040154,147,0
2798.138337389745,25.6510009765625,2.0634541511535645,944.0927160633389,62.05437413864071,148,0
2798.1452818045127,24.2294921875,2.065563678741455,944.0928397852917,62.0577592292414,149,0
2798.152226219281,25.996826171875,2.061927080154419,944.0934676159067,62.05551522265111,150,0
2798.1591706338168,22.5703125,2.0610344409942627,944.0928220382525,62.05534462064093,151,0
2798.166115048351,23.150390625,2.0631752014160156,944.0920273303273,62.05809511334276,152,0
2798.1730594631185,22.1199951171875,2.061506748199463,944.0930340557335,62.05361344315098,153,0
2798.1800038776537,23.2550048828125,2.0618536472320557,944.0917285596627,62.056704118991725,154,0
2798.1869482921893,23.1025390625,2.0615594387054443,944.0916873332665,62.05744412041209,155,0
2798.193892706724,23.0218505859375,2.062321424484253,944.0930057895902,62.05800360977922,156,0
2798.2008371212587,20.1385498046875,2.062673568725586,944.0915660174762,62.05809071788354,157,0
